customer_id,first_name,last_name,email,country,signup_date
448,Mary,Pearson,pattersonjune@example.com,UK,2024-12-26
449,Carole,Matthews,ydunn@example.com,Germany,2025-04-09
450,Rita,Bowen,griffithsfrederick@example.net,UK,2024-11-09
451,Rosie,Evans,mooreleah@example.net,UK,2024-08-24
452,Eileen,Matthews,sharon10@example.org,UK,2024-07-16
453,Garry,Morton,katiepatel@example.com,UK,2024-05-02
454,Josephine,Fox,leighturner@example.com,Germany,2025-07-02
455,Stuart,Harris,clarkpatrick@example.com,Germany,2024-07-08
456,Graeme,Ward,mariajones@example.com,UK,2024-08-09
457,Lewis,Williams,tnewton@example.org,Germany,2025-05-10
458,Carolyn,Clark,eileen12@example.net,UK,2025-08-26
459,Norman,Lewis,mohamedmoore@example.com,France,2025-09-03
460,Dale,Roberts,christianhart@example.com,UK,2024-04-12
461,Hannah,Day,barbarawright@example.com,UK,2024-10-30
462,Christopher,Cole,rickymitchell@example.org,UK,2025-01-04
463,Melissa,Warner,clairerose@example.com,UK,2024-11-05
464,Geoffrey,Smith,ohill@example.com,UK,2025-12-26
465,Jodie,McCarthy,wfox@example.com,France,2024-05-09
466,Clare,Richards,jayne91@example.net,UK,2024-02-16
467,Aaron,Webster,stewarthardy@example.com,UK,2025-07-20
468,Annette,Dale,ifletcher@example.net,UK,2025-12-15
469,Jacqueline,Davison,swoods@example.net,UK,2025-10-15
470,Kyle,Duffy,lbarber@example.com,Ireland,2024-04-15
471,Barbara,Bibi,john72@example.org,UK,2025-08-10
472,Jacqueline,Robson,fhanson@example.com,UK,2025-04-25
473,Carolyn,Gray,kthompson@example.org,Ireland,2025-03-27
474,Gerald,Harris,eric84@example.org,UK,2024-07-07
475,Clare,Armstrong,hparry@example.net,UK,2024-09-15
476,Geoffrey,Phillips,joanna07@example.net,Ireland,2024-04-26
477,Charlie,Scott,newmanhilary@example.org,UK,2025-02-14
478,Joel,Gardiner,powerdamien@example.org,Ireland,2024-03-16
479,Jennifer,Taylor,russellfrank@example.org,France,2025-10-06
480,Joan,Conway,ithompson@example.org,Germany,2024-02-24
481,Russell,Nelson,stacey49@example.net,UK,2024-06-01
482,Leslie,Turnbull,gregory94@example.net,France,2024-11-07
483,Josephine,Sharp,victoriabell@example.com,UK,2024-09-11
484,Abbie,Clarke,fredericklane@example.com,UK,2025-07-25
485,Louis,Carter,kjones@example.net,Ireland,2025-09-12
486,Max,Johnson,oprice@example.org,France,2025-09-25
487,Sophie,Lewis,annette57@example.com,UK,2025-06-19
488,Toby,Jackson,elliottclare@example.net,Ireland,2025-04-06
489,Rosie,Harrison,colespatricia@example.org,Ireland,2024-10-31
490,Anne,West,sphillips@example.com,France,2025-03-15
491,Lorraine,Whitehead,rpearson@example.org,UK,2025-08-05
492,Jordan,Spencer,kbrown@example.com,France,2024-03-02
493,Caroline,Savage,showell@example.org,France,2024-04-11
494,Francesca,Atkins,colin54@example.org,UK,2025-10-02
495,Christine,King,leefrost@example.com,UK,2024-09-27
496,Beth,Mitchell,tlynch@example.org,Germany,2024-03-24
497,David,Dobson,danielseric@example.net,UK,2024-09-02
498,Gail,Williams,boothtrevor@example.com,UK,2025-07-19
499,Annette,Daniels,wilsoncraig@example.net,UK,2024-06-09
500,Timothy,Webb,clifford26@example.org,UK,2025-02-22
